Booking_ID,Date_Time,Year,Month,Day_of_Week,Hour,Customer_ID,Customer_Type,Booking_Type,Seat_Type,Duration_Hours,Total_Amount_MYR,Payment_Method,Rating,Peak_Hour,Occupancy_Rate_%,Seat_Available
BK04751,02-05-2024 08:22,2024,5,Thursday,8,C1690,University Student,Pre-Booked,Individual,2.6,13.73,E-Wallet,4,No,74,N/A
BK03973,02-05-2024 21:53,2024,5,Thursday,21,C1138,Working Professional,Pre-Booked,Individual,3.6,19.01,Card,4,Yes,82,N/A
BK03617,02-05-2024 23:46,2024,5,Thursday,23,C0397,University Student,Walk-in,Individual,2.5,13.2,Card,4,No,71,Yes
BK03208,03-05-2024 15:38,2024,5,Friday,15,C1583,University Student,Pre-Booked,Private Room,2.9,57.42,Card,5,Yes,71,N/A
BK05135,03-05-2024 22:26,2024,5,Friday,22,C0537,Working Professional,Pre-Booked,Individual,3,15.84,E-Wallet,4,No,85,N/A
BK01598,04-05-2024 06:46,2024,5,Saturday,6,C0074,Freelancer,Pre-Booked,Group,4.2,22.18,Card,3,No,93,N/A
BK02046,04-05-2024 13:19,2024,5,Saturday,13,C0400,Freelancer,Pre-Booked,Private Room,4.5,89.1,Card,5,No,79,N/A
BK00150,05-05-2024 00:23,2024,5,Sunday,0,C1670,Freelancer,Pre-Booked,Group,4.4,23.23,E-Wallet,5,No,95,N/A
BK03132,05-05-2024 04:05,2024,5,Sunday,4,C1411,Freelancer,Pre-Booked,Group,4.4,23.23,E-Wallet,5,No,87,N/A
BK03510,05-05-2024 13:21,2024,5,Sunday,13,C1905,University Student,Pre-Booked,Group,3.6,19.01,Card,4,No,91,N/A
BK05407,05-05-2024 20:31,2024,5,Sunday,20,C0914,Freelancer,Pre-Booked,Private Room,4.8,95.04,Card,4,Yes,79,N/A
BK03713,05-05-2024 22:50,2024,5,Sunday,22,C1452,Other,Walk-in,Individual,2.9,15.31,Card,4,No,92,Yes
BK04375,07-05-2024 02:40,2024,5,Tuesday,2,C0956,Working Professional,Pre-Booked,Group,2.6,13.73,E-Wallet,5,No,71,N/A
BK00757,07-05-2024 21:49,2024,5,Tuesday,21,C0061,University Student,Pre-Booked,Private Room,3.1,61.38,E-Wallet,5,Yes,69,N/A
BK01025,07-05-2024 22:47,2024,5,Tuesday,22,C0507,Freelancer,Pre-Booked,Group,5,26.4,E-Wallet,3,No,84,N/A
BK00726,08-05-2024 08:22,2024,5,Wednesday,8,C0025,Working Professional,Pre-Booked,Private Room,2.9,57.42,Card,4,No,76,N/A
BK01389,08-05-2024 08:39,2024,5,Wednesday,8,C1544,Freelancer,Walk-in,Group,2.2,11.62,Cash,5,No,88,Yes
BK00603,08-05-2024 16:36,2024,5,Wednesday,16,C0333,Freelancer,Pre-Booked,Individual,2.6,13.73,E-Wallet,4,Yes,69,N/A
BK01318,08-05-2024 19:30,2024,5,Wednesday,19,C0773,Working Professional,Pre-Booked,Group,3.3,17.42,Card,4,Yes,77,N/A
BK03225,08-05-2024 21:48,2024,5,Wednesday,21,C1932,Freelancer,Pre-Booked,Group,4.2,22.18,E-Wallet,5,Yes,73,N/A
BK02429,09-05-2024 16:25,2024,5,Thursday,16,C1298,University Student,Walk-in,Group,2.3,12.14,Cash,4,Yes,88,Yes
BK02672,10-05-2024 15:16,2024,5,Friday,15,C0833,Freelancer,Pre-Booked,Group,2.9,15.31,Card,4,Yes,81,N/A
BK00735,11-05-2024 08:41,2024,5,Saturday,8,C0732,Freelancer,Pre-Booked,Individual,4,21.12,E-Wallet,5,No,79,N/A
BK03879,11-05-2024 09:12,2024,5,Saturday,9,C1718,Working Professional,Pre-Booked,Individual,5,26.4,Card,5,No,88,N/A
BK01557,11-05-2024 13:02,2024,5,Saturday,13,C0396,Working Professional,Pre-Booked,Private Room,3.4,67.32,Cash,5,No,92,N/A
BK03465,11-05-2024 17:55,2024,5,Saturday,17,C0245,Freelancer,Pre-Booked,Individual,4.3,22.7,Card,5,Yes,83,N/A
BK05449,12-05-2024 09:27,2024,5,Sunday,9,C1398,University Student,Pre-Booked,Individual,4.9,25.87,E-Wallet,5,No,85,N/A
BK01978,12-05-2024 16:42,2024,5,Sunday,16,C1972,Freelancer,Walk-in,Private Room,2.9,57.42,E-Wallet,3,Yes,94,Yes
BK01212,12-05-2024 23:25,2024,5,Sunday,23,C0571,University Student,Pre-Booked,Group,4.3,22.7,E-Wallet,5,No,79,N/A
BK03555,13-05-2024 06:15,2024,5,Monday,6,C0193,University Student,Pre-Booked,Group,3.5,18.48,Card,5,No,71,N/A
BK01981,13-05-2024 06:53,2024,5,Monday,6,C0354,Freelancer,Walk-in,Individual,3.9,20.59,Card,5,No,87,Yes
BK03923,13-05-2024 13:09,2024,5,Monday,13,C0845,Other,Pre-Booked,Group,3.9,20.59,E-Wallet,4,No,70,N/A
BK03282,14-05-2024 00:41,2024,5,Tuesday,0,C1827,University Student,Pre-Booked,Group,3,15.84,Card,5,No,68,N/A
BK04461,15-05-2024 16:47,2024,5,Wednesday,16,C0744,University Student,Pre-Booked,Private Room,4.2,83.16,E-Wallet,4,Yes,74,N/A
BK02946,16-05-2024 07:04,2024,5,Thursday,7,C1355,University Student,Pre-Booked,Group,3,15.84,E-Wallet,5,No,72,N/A
BK02839,16-05-2024 07:46,2024,5,Thursday,7,C0465,Freelancer,Pre-Booked,Individual,2.5,13.2,E-Wallet,5,No,69,N/A
BK02697,16-05-2024 12:39,2024,5,Thursday,12,C1247,University Student,Pre-Booked,Group,4,21.12,Card,4,No,81,N/A
BK03367,16-05-2024 18:45,2024,5,Thursday,18,C1342,University Student,Walk-in,Private Room,2,39.6,Cash,4,Yes,74,Yes
BK01933,16-05-2024 23:33,2024,5,Thursday,23,C0414,University Student,Pre-Booked,Individual,4.8,25.34,Card,5,No,66,N/A
BK02316,17-05-2024 19:20,2024,5,Friday,19,C0760,Freelancer,Walk-in,Individual,3.8,20.06,Cash,5,Yes,88,Yes
BK00205,18-05-2024 04:39,2024,5,Saturday,4,C0441,University Student,Pre-Booked,Private Room,2.7,53.46,E-Wallet,5,No,82,N/A
BK03614,18-05-2024 13:58,2024,5,Saturday,13,C1108,University Student,Pre-Booked,Group,4.2,22.18,Card,5,No,84,N/A
BK03798,19-05-2024 17:34,2024,5,Sunday,17,C0704,Working Professional,Pre-Booked,Group,2.8,14.78,E-Wallet,5,Yes,91,N/A
BK02771,19-05-2024 21:14,2024,5,Sunday,21,C0778,Freelancer,Pre-Booked,Group,3.1,16.37,E-Wallet,4,Yes,79,N/A
BK00211,20-05-2024 14:53,2024,5,Monday,14,C0689,University Student,Pre-Booked,Private Room,3.5,69.3,Card,5,Yes,83,N/A
BK00309,20-05-2024 22:55,2024,5,Monday,22,C1497,Freelancer,Walk-in,Group,2.9,15.31,Card,4,No,72,Yes
BK02000,21-05-2024 11:52,2024,5,Tuesday,11,C1775,University Student,Pre-Booked,Individual,4.4,23.23,Card,5,No,65,N/A
BK01802,21-05-2024 19:35,2024,5,Tuesday,19,C0467,University Student,Pre-Booked,Individual,2.8,14.78,E-Wallet,5,Yes,81,N/A
BK03955,22-05-2024 00:21,2024,5,Wednesday,0,C0724,University Student,Walk-in,Individual,3.1,16.37,Card,5,No,77,Yes
BK03942,22-05-2024 01:43,2024,5,Wednesday,1,C1851,University Student,Pre-Booked,Private Room,2.6,51.48,E-Wallet,5,No,76,N/A
BK04488,23-05-2024 00:12,2024,5,Thursday,0,C0131,University Student,Walk-in,Individual,2.2,11.62,E-Wallet,4,No,80,Yes
BK03579,23-05-2024 09:21,2024,5,Thursday,9,C0777,Freelancer,Pre-Booked,Individual,4.5,23.76,E-Wallet,5,No,73,N/A
BK01769,23-05-2024 15:34,2024,5,Thursday,15,C0517,Freelancer,Pre-Booked,Group,3.9,20.59,Card,4,Yes,74,N/A
BK02067,24-05-2024 08:42,2024,5,Friday,8,C1929,University Student,Pre-Booked,Group,3.1,16.37,E-Wallet,4,No,77,N/A
BK04548,24-05-2024 14:55,2024,5,Friday,14,C0872,University Student,Pre-Booked,Individual,3.3,17.42,E-Wallet,3,Yes,76,N/A
BK03290,24-05-2024 20:48,2024,5,Friday,20,C0716,University Student,Pre-Booked,Individual,4.9,25.87,Cash,4,Yes,65,N/A
BK01450,24-05-2024 23:10,2024,5,Friday,23,C1509,Freelancer,Walk-in,Private Room,2.3,45.54,Card,4,No,88,Yes
BK04227,25-05-2024 06:50,2024,5,Saturday,6,C1928,University Student,Pre-Booked,Individual,3.9,20.59,Card,4,No,77,N/A
BK02742,25-05-2024 10:41,2024,5,Saturday,10,C0660,University Student,Pre-Booked,Private Room,2.8,55.44,Card,4,No,93,N/A
BK02018,25-05-2024 11:29,2024,5,Saturday,11,C1058,Freelancer,Pre-Booked,Private Room,4.8,95.04,E-Wallet,4,No,93,N/A
BK03794,25-05-2024 19:39,2024,5,Saturday,19,C1864,University Student,Pre-Booked,Private Room,4.7,93.06,Card,3,Yes,82,N/A
BK00895,26-05-2024 01:28,2024,5,Sunday,1,C0803,Freelancer,Pre-Booked,Private Room,3.2,63.36,E-Wallet,4,No,75,N/A
BK04134,28-05-2024 11:53,2024,5,Tuesday,11,C1187,University Student,Pre-Booked,Individual,3.4,17.95,Card,5,No,75,N/A
BK05497,28-05-2024 19:35,2024,5,Tuesday,19,C0131,Working Professional,Pre-Booked,Group,4.2,22.18,E-Wallet,5,Yes,67,N/A
BK00503,28-05-2024 20:18,2024,5,Tuesday,20,C0737,University Student,Pre-Booked,Individual,3.8,20.06,E-Wallet,4,Yes,66,N/A
BK00517,29-05-2024 00:10,2024,5,Wednesday,0,C1766,University Student,Pre-Booked,Group,3,15.84,Card,4,No,84,N/A
BK04962,29-05-2024 23:57,2024,5,Wednesday,23,C0749,University Student,Pre-Booked,Private Room,4.6,91.08,E-Wallet,5,No,70,N/A
BK02204,30-05-2024 03:32,2024,5,Thursday,3,C1760,University Student,Pre-Booked,Individual,3.5,18.48,E-Wallet,5,No,69,N/A
BK03693,30-05-2024 17:00,2024,5,Thursday,17,C1961,University Student,Pre-Booked,Private Room,4.5,89.1,Card,4,Yes,79,N/A
BK04211,30-05-2024 21:57,2024,5,Thursday,21,C1352,Freelancer,Pre-Booked,Private Room,4.3,85.14,Card,5,Yes,75,N/A
BK03684,31-05-2024 01:30,2024,5,Friday,1,C0523,University Student,Walk-in,Private Room,3.9,77.22,Cash,5,No,78,Yes
BK00860,31-05-2024 07:20,2024,5,Friday,7,C1499,Freelancer,Pre-Booked,Private Room,4.1,81.18,Cash,5,No,80,N/A
BK01273,31-05-2024 21:30,2024,5,Friday,21,C0899,University Student,Pre-Booked,Private Room,3.4,67.32,E-Wallet,4,Yes,80,N/A
BK04686,01-06-2024 00:49,2024,6,Saturday,0,C0381,University Student,Pre-Booked,Group,3.4,17.95,E-Wallet,5,No,72,N/A
BK04077,01-06-2024 17:49,2024,6,Saturday,17,C0291,University Student,Pre-Booked,Individual,2.5,13.2,E-Wallet,4,Yes,63,N/A
BK01020,01-06-2024 20:28,2024,6,Saturday,20,C1242,Working Professional,Pre-Booked,Individual,1.8,9.5,E-Wallet,4,Yes,66,N/A
BK03625,02-06-2024 10:49,2024,6,Sunday,10,C0691,University Student,Walk-in,Individual,2.3,12.14,E-Wallet,4,No,65,Yes
BK00751,02-06-2024 17:41,2024,6,Sunday,17,C0789,University Student,Walk-in,Private Room,1.8,35.64,E-Wallet,3,Yes,63,Yes
BK00849,02-06-2024 21:29,2024,6,Sunday,21,C1863,Other,Walk-in,Group,2.1,11.09,Cash,4,Yes,70,Yes
BK05456,03-06-2024 02:20,2024,6,Monday,2,C0037,University Student,Pre-Booked,Private Room,3.5,69.3,Card,5,No,58,N/A
BK02318,03-06-2024 06:30,2024,6,Monday,6,C0948,University Student,Pre-Booked,Group,2.7,14.26,E-Wallet,3,No,63,N/A
BK04950,03-06-2024 08:25,2024,6,Monday,8,C1251,Working Professional,Pre-Booked,Individual,2.6,13.73,E-Wallet,5,No,54,N/A
BK04242,03-06-2024 15:36,2024,6,Monday,15,C1639,University Student,Pre-Booked,Group,1.5,7.92,E-Wallet,2,Yes,49,N/A
BK05408,04-06-2024 11:20,2024,6,Tuesday,11,C0460,University Student,Pre-Booked,Private Room,2.5,49.5,E-Wallet,4,No,49,N/A
BK01744,05-06-2024 04:21,2024,6,Wednesday,4,C0246,Freelancer,Pre-Booked,Individual,2.5,13.2,Cash,5,No,55,N/A
BK03837,06-06-2024 03:38,2024,6,Thursday,3,C1406,Other,Pre-Booked,Group,3.4,17.95,Card,4,No,57,N/A
BK03423,06-06-2024 06:55,2024,6,Thursday,6,C1503,Freelancer,Walk-in,Group,2,10.56,Cash,2,No,61,Yes
BK01239,06-06-2024 16:11,2024,6,Thursday,16,C1431,University Student,Pre-Booked,Group,2.2,11.62,Card,3,Yes,52,N/A
BK03345,06-06-2024 20:34,2024,6,Thursday,20,C1211,University Student,Walk-in,Group,1.6,8.45,Card,4,Yes,66,Yes
BK03392,08-06-2024 20:57,2024,6,Saturday,20,C1116,University Student,Walk-in,Individual,1.3,6.86,Card,4,Yes,69,Yes
BK02057,09-06-2024 17:23,2024,6,Sunday,17,C1559,Freelancer,Pre-Booked,Private Room,1.5,29.7,Cash,4,Yes,55,N/A
BK02043,09-06-2024 20:44,2024,6,Sunday,20,C1884,University Student,Pre-Booked,Group,3.3,17.42,E-Wallet,4,Yes,72,N/A
BK03695,10-06-2024 02:06,2024,6,Monday,2,C0990,University Student,Pre-Booked,Private Room,2.6,51.48,Cash,5,No,58,N/A
BK01841,10-06-2024 10:58,2024,6,Monday,10,C1158,University Student,Pre-Booked,Group,2.3,12.14,Cash,4,No,55,N/A
BK05312,10-06-2024 16:36,2024,6,Monday,16,C0045,University Student,Pre-Booked,Group,3.1,16.37,E-Wallet,5,Yes,64,N/A
BK03634,11-06-2024 00:34,2024,6,Tuesday,0,C1645,University Student,Pre-Booked,Group,3.4,17.95,E-Wallet,4,No,65,N/A
BK03699,11-06-2024 06:58,2024,6,Tuesday,6,C0696,Working Professional,Pre-Booked,Individual,1.6,8.45,E-Wallet,4,No,46,N/A
BK03859,11-06-2024 12:09,2024,6,Tuesday,12,C1638,University Student,Walk-in,Individual,1.9,10.03,Cash,5,No,61,Yes
BK03710,11-06-2024 21:43,2024,6,Tuesday,21,C0606,Other,Walk-in,Individual,2.5,13.2,Cash,2,Yes,59,Yes
BK03969,12-06-2024 01:55,2024,6,Wednesday,1,C1006,Working Professional,Walk-in,Group,2.4,12.67,Card,4,No,64,Yes
BK01469,12-06-2024 09:43,2024,6,Wednesday,9,C1714,University Student,Walk-in,Private Room,1.9,37.62,Card,5,No,65,Yes
BK01106,13-06-2024 19:06,2024,6,Thursday,19,C0082,Working Professional,Walk-in,Individual,1.5,7.92,Card,5,Yes,63,Yes
BK02322,14-06-2024 01:18,2024,6,Friday,1,C1739,University Student,Pre-Booked,Individual,1.6,8.45,E-Wallet,4,No,58,N/A
BK04446,15-06-2024 00:48,2024,6,Saturday,0,C1605,Working Professional,Pre-Booked,Individual,2.4,12.67,Card,4,No,72,N/A
BK03755,15-06-2024 05:17,2024,6,Saturday,5,C0601,University Student,Pre-Booked,Group,2.2,11.62,E-Wallet,5,No,73,N/A
BK04800,15-06-2024 15:07,2024,6,Saturday,15,C1410,Freelancer,Walk-in,Individual,1.1,5.81,Card,5,Yes,69,Yes
BK01861,15-06-2024 22:53,2024,6,Saturday,22,C1955,Freelancer,Walk-in,Individual,1.3,6.86,Card,2,No,64,Yes
BK01345,16-06-2024 06:38,2024,6,Sunday,6,C0634,University Student,Walk-in,Private Room,1.2,23.76,E-Wallet,5,No,62,Yes
BK04640,16-06-2024 08:17,2024,6,Sunday,8,C0650,Freelancer,Pre-Booked,Group,3,15.84,Card,3,No,58,N/A
BK00228,17-06-2024 00:01,2024,6,Monday,0,C1498,University Student,Walk-in,Private Room,1.7,33.66,E-Wallet,2,No,55,Yes
BK03145,17-06-2024 00:32,2024,6,Monday,0,C0841,University Student,Walk-in,Group,1.5,7.92,Cash,3,No,62,Yes
BK02252,17-06-2024 07:23,2024,6,Monday,7,C1937,University Student,Pre-Booked,Private Room,3.1,61.38,Cash,4,No,54,N/A
BK01822,17-06-2024 11:37,2024,6,Monday,11,C0686,Working Professional,Pre-Booked,Individual,3.1,16.37,Cash,2,No,48,N/A
BK03243,17-06-2024 12:19,2024,6,Monday,12,C1642,Freelancer,Walk-in,Individual,1.7,8.98,Cash,4,No,58,Yes
BK04346,17-06-2024 14:13,2024,6,Monday,14,C0611,University Student,Pre-Booked,Private Room,2.6,51.48,E-Wallet,5,Yes,51,N/A
BK00079,17-06-2024 23:45,2024,6,Monday,23,C0260,Freelancer,Walk-in,Private Room,1.4,27.72,Card,3,No,67,Yes
BK02632,18-06-2024 05:25,2024,6,Tuesday,5,C0440,Freelancer,Pre-Booked,Group,3,15.84,E-Wallet,5,No,63,N/A
BK02457,18-06-2024 13:53,2024,6,Tuesday,13,C1221,Working Professional,Pre-Booked,Group,1.9,10.03,E-Wallet,3,No,55,N/A
BK05253,19-06-2024 13:31,2024,6,Wednesday,13,C0360,University Student,Walk-in,Group,1.8,9.5,E-Wallet,1,No,51,Yes
BK01639,19-06-2024 15:54,2024,6,Wednesday,15,C0138,Working Professional,Pre-Booked,Individual,2.3,12.14,E-Wallet,4,Yes,58,N/A
BK01445,19-06-2024 18:05,2024,6,Wednesday,18,C0952,University Student,Pre-Booked,Individual,1.9,10.03,E-Wallet,3,Yes,60,N/A
BK03340,19-06-2024 22:26,2024,6,Wednesday,22,C0592,University Student,Pre-Booked,Group,2.7,14.26,Card,4,No,64,N/A
BK03727,20-06-2024 05:42,2024,6,Thursday,5,C0941,University Student,Pre-Booked,Individual,2.4,12.67,Card,4,No,45,N/A
BK04748,20-06-2024 16:20,2024,6,Thursday,16,C0798,University Student,Pre-Booked,Individual,3.5,18.48,Card,3,Yes,48,N/A
BK04988,21-06-2024 00:16,2024,6,Friday,0,C0215,Working Professional,Pre-Booked,Group,2.7,14.26,Card,5,No,52,N/A
BK00353,21-06-2024 15:32,2024,6,Friday,15,C1116,University Student,Pre-Booked,Private Room,1.5,29.7,E-Wallet,5,Yes,60,N/A
BK01826,22-06-2024 02:31,2024,6,Saturday,2,C1717,Freelancer,Pre-Booked,Group,2.1,11.09,E-Wallet,4,No,65,N/A
BK03513,22-06-2024 03:19,2024,6,Saturday,3,C0920,Freelancer,Pre-Booked,Individual,1.8,9.5,Card,4,No,64,N/A
BK05218,22-06-2024 17:23,2024,6,Saturday,17,C0342,University Student,Walk-in,Individual,2.5,13.2,Cash,4,Yes,65,Yes
BK04764,23-06-2024 18:37,2024,6,Sunday,18,C0340,Freelancer,Pre-Booked,Individual,3.1,16.37,Card,5,Yes,69,N/A
BK03140,23-06-2024 23:24,2024,6,Sunday,23,C0242,University Student,Walk-in,Private Room,1.6,31.68,E-Wallet,2,No,80,Yes
BK00144,25-06-2024 03:03,2024,6,Tuesday,3,C1572,Freelancer,Pre-Booked,Individual,2.7,14.26,E-Wallet,4,No,51,N/A
BK03180,25-06-2024 21:59,2024,6,Tuesday,21,C1981,Freelancer,Pre-Booked,Individual,1.8,9.5,E-Wallet,4,Yes,47,N/A
BK01994,25-06-2024 23:34,2024,6,Tuesday,23,C1700,University Student,Pre-Booked,Group,2.7,14.26,E-Wallet,4,No,51,N/A
BK01511,26-06-2024 09:07,2024,6,Wednesday,9,C0918,Freelancer,Pre-Booked,Group,3,15.84,Card,4,No,49,N/A
BK03992,26-06-2024 13:31,2024,6,Wednesday,13,C0502,University Student,Walk-in,Private Room,1.1,21.78,Card,5,No,59,Yes
BK03301,26-06-2024 16:56,2024,6,Wednesday,16,C0782,Working Professional,Pre-Booked,Individual,2.7,14.26,Cash,4,Yes,63,N/A
BK05198,26-06-2024 17:25,2024,6,Wednesday,17,C0583,University Student,Pre-Booked,Private Room,2.4,47.52,Card,5,Yes,52,N/A
BK05118,26-06-2024 22:43,2024,6,Wednesday,22,C0245,University Student,Pre-Booked,Group,2,10.56,Card,4,No,62,N/A
BK01167,27-06-2024 03:52,2024,6,Thursday,3,C0541,University Student,Pre-Booked,Group,2.1,11.09,Card,4,No,47,N/A
BK01170,27-06-2024 08:02,2024,6,Thursday,8,C1873,University Student,Walk-in,Individual,2.1,11.09,Cash,5,No,53,Yes
BK00019,27-06-2024 10:12,2024,6,Thursday,10,C0818,Working Professional,Pre-Booked,Group,2.6,13.73,Card,4,No,54,N/A
BK00873,28-06-2024 03:12,2024,6,Friday,3,C1574,University Student,Pre-Booked,Individual,1.7,8.98,E-Wallet,3,No,53,N/A
BK01037,28-06-2024 18:50,2024,6,Friday,18,C0359,Freelancer,Pre-Booked,Individual,1.8,9.5,Cash,5,Yes,52,N/A
BK01963,28-06-2024 19:39,2024,6,Friday,19,C0012,Freelancer,Walk-in,Group,1.9,10.03,Card,3,Yes,67,Yes
BK04652,28-06-2024 23:09,2024,6,Friday,23,C1521,University Student,Walk-in,Individual,2,10.56,Cash,5,No,54,Yes
BK03863,29-06-2024 10:26,2024,6,Saturday,10,C0624,Freelancer,Walk-in,Group,2.1,11.09,Card,2,No,61,Yes
BK01851,30-06-2024 00:09,2024,6,Sunday,0,C1109,University Student,Walk-in,Individual,1.2,6.34,Cash,5,No,72,Yes
BK04890,30-06-2024 21:33,2024,6,Sunday,21,C0302,Freelancer,Walk-in,Individual,1.5,7.92,Card,5,Yes,80,Yes
BK02570,01-07-2024 08:35,2024,7,Monday,8,C0277,University Student,Pre-Booked,Group,2.7,14.26,Card,4,No,50,N/A
BK00559,01-07-2024 14:39,2024,7,Monday,14,C1089,University Student,Pre-Booked,Individual,3.4,17.95,Cash,3,Yes,52,N/A
BK04235,01-07-2024 23:36,2024,7,Monday,23,C1292,Freelancer,Walk-in,Individual,2.3,12.14,E-Wallet,3,No,50,Yes
BK01766,03-07-2024 09:16,2024,7,Wednesday,9,C1974,University Student,Pre-Booked,Group,1.9,10.03,E-Wallet,5,No,60,N/A
BK03611,03-07-2024 10:19,2024,7,Wednesday,10,C0020,University Student,Walk-in,Individual,2.2,11.62,E-Wallet,5,No,65,Yes
BK02690,03-07-2024 12:09,2024,7,Wednesday,12,C1687,Working Professional,Pre-Booked,Private Room,2.6,51.48,E-Wallet,5,No,57,N/A
BK00846,03-07-2024 13:35,2024,7,Wednesday,13,C1628,University Student,Walk-in,Individual,1.6,8.45,Card,4,No,66,Yes
BK03240,04-07-2024 18:11,2024,7,Thursday,18,C0346,Freelancer,Pre-Booked,Group,2.9,15.31,E-Wallet,5,Yes,49,N/A
BK05033,04-07-2024 21:52,2024,7,Thursday,21,C1989,Working Professional,Walk-in,Private Room,2.3,45.54,Cash,3,Yes,50,Yes
BK00716,05-07-2024 04:03,2024,7,Friday,4,C0465,Working Professional,Pre-Booked,Group,1.8,9.5,Card,3,No,53,N/A
BK04727,05-07-2024 11:59,2024,7,Friday,11,C1743,Working Professional,Pre-Booked,Group,3.3,17.42,Card,4,No,55,N/A
BK03585,05-07-2024 19:46,2024,7,Friday,19,C0924,University Student,Walk-in,Individual,1.1,5.81,Card,5,Yes,70,Yes
BK05380,05-07-2024 21:35,2024,7,Friday,21,C1839,Freelancer,Pre-Booked,Individual,2.3,12.14,E-Wallet,5,Yes,63,N/A
BK00141,06-07-2024 03:39,2024,7,Saturday,3,C1222,University Student,Pre-Booked,Group,2.2,11.62,Card,5,No,73,N/A
BK00132,06-07-2024 09:11,2024,7,Saturday,9,C1477,University Student,Pre-Booked,Group,3.1,16.37,E-Wallet,5,No,72,N/A
BK01544,06-07-2024 11:31,2024,7,Saturday,11,C0679,Freelancer,Walk-in,Private Room,2.2,43.56,E-Wallet,1,No,61,Yes
BK05282,07-07-2024 05:19,2024,7,Sunday,5,C0074,Working Professional,Pre-Booked,Individual,2.8,14.78,E-Wallet,3,No,70,N/A
BK01726,07-07-2024 08:28,2024,7,Sunday,8,C0932,University Student,Pre-Booked,Group,3.4,17.95,E-Wallet,5,No,56,N/A
BK03782,07-07-2024 11:22,2024,7,Sunday,11,C0948,Freelancer,Pre-Booked,Group,1.5,7.92,E-Wallet,5,No,66,N/A
BK02231,07-07-2024 11:57,2024,7,Sunday,11,C0103,University Student,Pre-Booked,Group,2.2,11.62,Card,4,No,74,N/A
BK01676,07-07-2024 13:29,2024,7,Sunday,13,C0190,Working Professional,Walk-in,Private Room,1.5,29.7,Cash,2,No,65,Yes
BK01747,07-07-2024 15:25,2024,7,Sunday,15,C1458,University Student,Walk-in,Group,1.6,8.45,E-Wallet,3,Yes,65,Yes
BK00223,07-07-2024 21:19,2024,7,Sunday,21,C0011,University Student,Pre-Booked,Individual,2.2,11.62,E-Wallet,5,Yes,59,N/A
BK04296,07-07-2024 22:10,2024,7,Sunday,22,C1898,University Student,Walk-in,Individual,1.2,6.34,Cash,1,No,67,Yes
BK00642,08-07-2024 13:18,2024,7,Monday,13,C1882,University Student,Pre-Booked,Group,1.9,10.03,Card,4,No,54,N/A
BK05247,09-07-2024 01:58,2024,7,Tuesday,1,C0076,University Student,Walk-in,Group,1.9,10.03,Cash,2,No,51,Yes
BK04954,09-07-2024 07:47,2024,7,Tuesday,7,C1519,University Student,Walk-in,Individual,1.6,8.45,E-Wallet,4,No,61,Yes
BK01030,09-07-2024 21:05,2024,7,Tuesday,21,C1347,Freelancer,Pre-Booked,Private Room,2.7,53.46,E-Wallet,5,Yes,49,N/A
BK03939,10-07-2024 09:34,2024,7,Wednesday,9,C1190,Freelancer,Pre-Booked,Individual,3.5,18.48,E-Wallet,5,No,52,N/A
BK00871,10-07-2024 10:18,2024,7,Wednesday,10,C0174,University Student,Walk-in,Individual,1.4,7.39,Cash,5,No,64,Yes
BK02385,10-07-2024 15:45,2024,7,Wednesday,15,C0615,Working Professional,Pre-Booked,Group,2.9,15.31,E-Wallet,2,Yes,55,N/A
BK00243,10-07-2024 15:50,2024,7,Wednesday,15,C0066,University Student,Pre-Booked,Individual,1.8,9.5,E-Wallet,5,Yes,48,N/A
BK04330,11-07-2024 01:05,2024,7,Thursday,1,C0531,University Student,Pre-Booked,Group,3,15.84,Cash,5,No,52,N/A
BK02932,11-07-2024 11:47,2024,7,Thursday,11,C0224,University Student,Pre-Booked,Individual,2.9,15.31,Cash,3,No,59,N/A
BK04874,11-07-2024 12:46,2024,7,Thursday,12,C0002,Freelancer,Walk-in,Group,2.3,12.14,Cash,2,No,58,Yes
BK00661,12-07-2024 11:37,2024,7,Friday,11,C1899,University Student,Pre-Booked,Group,2,10.56,E-Wallet,4,No,54,N/A
BK01891,13-07-2024 01:13,2024,7,Saturday,1,C1968,Freelancer,Walk-in,Private Room,2.2,43.56,E-Wallet,5,No,77,Yes
BK01993,13-07-2024 01:14,2024,7,Saturday,1,C1542,Freelancer,Pre-Booked,Individual,2.4,12.67,Cash,4,No,59,N/A
BK00774,13-07-2024 02:25,2024,7,Saturday,2,C0747,Working Professional,Walk-in,Private Room,2.4,47.52,Cash,2,No,66,Yes
BK00070,13-07-2024 04:21,2024,7,Saturday,4,C0888,University Student,Pre-Booked,Individual,2.2,11.62,Card,5,No,58,N/A
BK02202,14-07-2024 12:40,2024,7,Sunday,12,C1832,Freelancer,Pre-Booked,Private Room,3.4,67.32,E-Wallet,3,No,55,N/A
BK00978,14-07-2024 14:22,2024,7,Sunday,14,C0224,Freelancer,Pre-Booked,Individual,2.3,12.14,Card,5,Yes,57,N/A
BK03629,15-07-2024 03:20,2024,7,Monday,3,C1282,University Student,Walk-in,Individual,1.1,5.81,Card,4,No,67,Yes
BK01432,15-07-2024 06:49,2024,7,Monday,6,C1902,Freelancer,Walk-in,Private Room,1.8,35.64,Cash,3,No,60,Yes
